operator,street,postcode,city,lat,lon,current,kw,plug,prices_eur_per_kwh,points_per_price,ratio,energy_rate_ids,site_id,evse_ids_cheapest_first
MobilityPlus,Leuvensesteenweg 186,3290,Diest,50.967598,5.032276,AC,7.4,iec62196T2,0.3327 / 0.9184,2 / 1,2.76,GRP-140905 GRP-141034,MobilityPlus-BEMOBL37170,BE*MBP*E1325*2=0.3327(available) BE*MBP*E1325*1=0.3327(available) BE*MBP*E1601*3=0.9184(available)
D’Ieteren Energy,Avenue des Déportés 32,5070,Fosses-La-Ville,50.393275,4.683435,AC,7.4,iec62196T2,0.4318 / 1.1495,4 / 10,2.66,386218273 542734609,D’Ieteren Energy-88924904,NLLMSE1234680433*2=0.4318(unknown) NLLMSE1234680436*2=0.4318(unknown) NLLMSE1234680436*1=0.4318(unknown) NLLMSE1234680433*1=0.4318(unknown) NLLMSE1234681098*1=1.1495(available) NLLMSE1234681098*2=1.1495(available) NLLMSE1234816675*2=1.1495(available) NLLMSE1234816679*1=1.1495(available) NLLMSE1234816675*1=1.1495(available) NLLMSE1234681117*2=1.1495(available) NLLMSE1234816678*2=1.1495(available) NLLMSE1234681117*1=1.1495(available) NLLMSE1234816679*2=1.1495(available) NLLMSE1234816678*1=1.1495(available)
MobilityPlus,Industriepark De Bruwaan 93,9700,Oudenaarde,50.868571,3.603635,AC,7.4,iec62196T2,0.3327 / 0.7986,2 / 1,2.40,BEMBPT10839 GRP-253,MobilityPlus-BEMOBL103155,BE*MBP*E3851*2=0.3327(available) BE*MBP*E3851*1=0.3327(available) BE*MBP*E3850*2=0.7986(available)
MobilityPlus,Herkenrodesingel 8/a,3500,Hasselt,50.94154,5.32067,AC,7.4,iec62196T2,0.3993 / 0.4658 / 0.9184,14 / 2 / 1,2.30,GRP-101 GRP-140914 GRP-141034,MobilityPlus-BEMOBL25337,BE*MBP*E2434*2=0.3993(available) BE*MBP*E2430*2=0.3993(available) BE*MBP*E14047*2=0.3993(available) BE*MBP*E2431*1=0.3993(available) BE*MBP*E2454*1=0.3993(available) BE*MBP*E2434*1=0.3993(available) BE*MBP*E14047*1=0.3993(available) BE*MBP*E2454*2=0.3993(available) BE*MBP*E2430*1=0.3993(available) BE*MBP*E2431*2=0.3993(available) BE*MBP*E5558*2=0.3993(available) BE*MBP*E14048*2=0.3993(available) BE*MBP*E14048*1=0.3993(available) BE*MBP*E5558*1=0.3993(available) BE*MBP*E898*2=0.4658(available) BE*MBP*E898*1=0.4658(available) BE*MBP*E1882*3=0.9184(available)
Eneco,Haachtsesteenweg 83,1820,Steenokkerzeel,50.91987,4.50509,AC,22.0,iec62196T2,0.3993 / 0.9075,1 / 2,2.27,WS075 XS02,Eneco-EC5054CC-ED63-4EE2-BA6A-3E815B417C73,BE*ENE*EENECO*G35276*1=0.3993(available) BE*ENE*EENECO*G37371*1=0.9075(available) BE*ENE*EENECO*G37371*2=0.9075(outOfOrder)
MobilityPlus,Andre Dumontlaan 146,3600,Genk,50.992577,5.535866,AC,7.4,iec62196T2,0.4658 / 0.9982,2 / 1,2.14,GRP-140914 GRP-82361,MobilityPlus-BEMOBL25463,BE*MBP*E865*2=0.4658(available) BE*MBP*E865*1=0.4658(available) BE*MBP*E864*2=0.9982(available)
MobilityPlus,Blanklaerstraat 5,3290,Diest,51.007463,5.112249,AC,7.4,iec62196T2,0.4658 / 0.9982,14 / 1,2.14,GRP-140914 GRP-82361,MobilityPlus-BEMOBL25464,BE*MBP*E15923*1=0.4658(available) BE*MBP*E15922*2=0.4658(available) BE*MBP*E15921*1=0.4658(available) BE*MBP*E15919*2=0.4658(available) BE*MBP*E15920*1=0.4658(available) BE*MBP*E15918*2=0.4658(available) BE*MBP*E15919*1=0.4658(available) BE*MBP*E15923*2=0.4658(available) BE*MBP*E15921*2=0.4658(available) BE*MBP*E882*1=0.4658(available) BE*MBP*E15920*2=0.4658(available) BE*MBP*E15918*1=0.4658(available) BE*MBP*E15922*1=0.4658(available) BE*MBP*E882*2=0.4658(available) BE*MBP*E884*2=0.9982(available)
MobilityPlus,Spookvliegerlaan 1111,3800,Sint-Truiden,50.800945,5.205626,AC,7.4,iec62196T2,0.4658 / 0.9982,2 / 1,2.14,GRP-140914 GRP-82361,MobilityPlus-BEMOBL25457,BE*MBP*E873*1=0.4658(available) BE*MBP*E873*2=0.4658(charging) BE*MBP*E872*2=0.9982(available)
MobilityPlus,Gerard Mercatorstraat 1,3920,Lommel,51.214861,5.261258,AC,7.4,iec62196T2,0.4658 / 0.9982,2 / 1,2.14,GRP-140914 GRP-82361,MobilityPlus-BEMOBL25467,BE*MBP*E895*2=0.4658(available) BE*MBP*E895*1=0.4658(available) BE*MBP*E889*2=0.9982(available)
Pluginvest,Mechelsesteenweg 150,2018,Antwerpen,51.205642,4.409841,AC,7.4,iec62196T2,0.3678 / 0.7744,4 / 1,2.11,484856464 544436920,Pluginvest-90304822,NLLMSE1234645831*1=0.3678(charging) NLLMSE1234644601*1=0.3678(available) NLLMSE1234663141*1=0.3678(available) NLLMSE1234644602*1=0.3678(unknown) NLLMSE1234714303*1=0.7744(charging)
50five,Karel Oomsstraat 14,2018,Antwerpen,51.197176,4.409721,AC,3.7,iec62196T2,0.3509 / 0.7260,18 / 2,2.07,215019515 566126356,50five-89593228,NLLMSE1234885979*2=0.3509(available) NLLMSE1234886039*2=0.3509(available) NLLMSE1234885980*1=0.3509(available) NLLMSE1234886039*1=0.3509(charging) NLLMSE1234885979*1=0.3509(available) NLLMSE1234885978*2=0.3509(available) NLLMSE1234886035*1=0.3509(charging) NLLMSE1234886041*2=0.3509(available) NLLMSE1234885981*2=0.3509(available) NLLMSE1234886041*1=0.3509(available) NLLMSE1234886042*1=0.3509(available) NLLMSE1234886035*2=0.3509(available) NLLMSE1234886040*2=0.3509(charging) NLLMSE1234885980*2=0.3509(available) NLLMSE1234886042*2=0.3509(available) NLLMSE1234885978*1=0.3509(available) NLLMSE1234885981*1=0.3509(available) NLLMSE1234886040*1=0.3509(available) NLLMSE1234692655*2=0.7260(available) NLLMSE1234692655*1=0.7260(available)
Blink Charging,25 Desguinlei,2000,Antwerpen,51.194032,4.403728,AC,7.3,iec62196T2,0.3146 / 0.6498,2 / 2,2.07,18ab600c-c44e-46eb-95e6-b8d75e785ab7 cae00c73-0d75-48e3-9a04-d1aead870140,Blink Charging-392a86b3-1c58-4ef2-aa59-839a26bff954,BEBLKEbrYR010001=0.3146(available) BEBLKEbrYR010002=0.3146(available) BEBLKEnooU010001=0.6498(available) BEBLKEnooU010002=0.6498(available)
Pluginvest,Z.1. Researchpark 150,1731,Zellik,50.881313,4.295556,AC,7.4,iec62196T2,0.3630 / 0.7381,10 / 1,2.03,484858959 484864282,Pluginvest-89484860,NLLMSE1000085389*1=0.3630(available) NLLMSE1234645235*2=0.3630(available) NLLMSE1000085391*1=0.3630(available) NLLMSE1234645233*1=0.3630(available) NLLMSE1234645234*2=0.3630(available) NLLMSE1234615513*1=0.3630(available) NLLMSE1234615515*1=0.3630(available) NLLMSE1234645235*1=0.3630(available) NLLMSE1000085390*1=0.3630(unknown) NLLMSE1234645234*1=0.3630(available) NLLMSE1234603970*1=0.7381(unknown)
MobilityPlus,Poortakkerstraat 91,9051,Gent,51.03096,3.687722,AC,7.4,iec62196T2,0.3327 / 0.5989 / 0.6655,1 / 16 / 5,2.00,BEMBPT1592507 GRP-253 GRP-27267,MobilityPlus-BEMOBL120670,BE*MBP*E5741*1=0.3327(outOfOrder) BE*MBP*E16104*1=0.5989(available) BE*MBP*E4396*1=0.5989(available) BE*MBP*E4396*2=0.5989(available) BE*MBP*E4398*2=0.5989(available) BE*MBP*E16104*2=0.5989(available) BE*MBP*E16106*2=0.5989(available) BE*MBP*E4383*1=0.5989(available) BE*MBP*E4395*1=0.5989(available) BE*MBP*E4397*1=0.5989(available) BE*MBP*E4386*2=0.5989(available) BE*MBP*E4398*1=0.5989(available) BE*MBP*E16106*1=0.5989(available) BE*MBP*E4386*1=0.5989(available) BE*MBP*E4383*2=0.5989(available) BE*MBP*E4397*2=0.5989(available) BE*MBP*E4395*2=0.5989(available) BE*MBP*E14162*1=0.6655(available) BE*MBP*E14167*1=0.6655(available) BE*MBP*E12399*1=0.6655(available) BE*MBP*E14167*2=0.6655(available) BE*MBP*E12399*2=0.6655(available)
MobilityPlus,Chemin Des Moissons 10,4400,Flémalle,50.622567,5.431602,AC,7.4,iec62196T2,0.3327 / 0.5989 / 0.6655,2 / 4 / 28,2.00,BEMBPT4419 BEMBPT527042 GRP-253,MobilityPlus-798460,BE*MBP*E17040*1=0.3327(available) BE*MBP*E17040*2=0.3327(available) BE*MBP*E15497*2=0.5989(available) BE*MBP*E15498*1=0.5989(available) BE*MBP*E15498*2=0.5989(available) BE*MBP*E15497*1=0.5989(available) BE*MBP*E16700*1=0.6655(available) BE*MBP*E16703*1=0.6655(outOfOrder) BE*MBP*E16695*1=0.6655(available) BE*MBP*E16690*1=0.6655(outOfOrder) BE*MBP*E16702*2=0.6655(available) BE*MBP*E16699*1=0.6655(available) BE*MBP*E16697*2=0.6655(available) BE*MBP*E16698*1=0.6655(outOfOrder) BE*MBP*E16703*2=0.6655(outOfOrder) BE*MBP*E16692*1=0.6655(available) BE*MBP*E16691*1=0.6655(available) BE*MBP*E16695*2=0.6655(available) BE*MBP*E16696*2=0.6655(available) BE*MBP*E16689*1=0.6655(outOfOrder) BE*MBP*E16701*1=0.6655(available) BE*MBP*E16689*2=0.6655(outOfOrder) BE*MBP*E16691*2=0.6655(available) BE*MBP*E16692*2=0.6655(available) BE*MBP*E16701*2=0.6655(available) BE*MBP*E16698*2=0.6655(outOfOrder) BE*MBP*E16693*2=0.6655(available) BE*MBP*E16690*2=0.6655(outOfOrder) BE*MBP*E16697*1=0.6655(available) BE*MBP*E16699*2=0.6655(available) BE*MBP*E16696*1=0.6655(available) BE*MBP*E16693*1=0.6655(available) BE*MBP*E16700*2=0.6655(available) BE*MBP*E16702*1=0.6655(available)
D’Ieteren Energy,Rue Léon François 6-8,5170,Bois-de-Villers,50.396803,4.82744,AC,7.4,iec62196T2,0.4840 / 0.9680,2 / 2,2.00,386217067 542736483,D’Ieteren Energy-64188852,NLLMSE1000026846*1=0.4840(available) NLLMSE1000026846*2=0.4840(available) NLLMSE1000007013*2=0.9680(available) NLLMSE1000007013*1=0.9680(available)
Luminus,Landegemstraat 10,9031,Drongen,51.045214,3.592208,AC,3.7,iec62196T2,0.3678 / 0.7260,1 / 36,1.97,214550068 549152714,Luminus-89911990,BEEDFE1234602190*1=0.3678(unknown) BEEDFE1000151888*2=0.7260(available) BEEDFE1000152158*1=0.7260(available) BEEDFE1000152172*1=0.7260(available) BEEDFE1000152171*1=0.7260(available) BEEDFE1000151867*2=0.7260(available) BEEDFE1000152177*2=0.7260(available) BEEDFE1000151859*1=0.7260(outOfOrder) BEEDFE1000151887*2=0.7260(available) BEEDFE1000152177*1=0.7260(available) BEEDFE1000152159*1=0.7260(available) BEEDFE1000152174*2=0.7260(available) BEEDFE1000152171*2=0.7260(available) BEEDFE1000152173*2=0.7260(available) BEEDFE1000152159*2=0.7260(available) BEEDFE1000151893*2=0.7260(available) BEEDFE1000151861*2=0.7260(available) BEEDFE1000152175*2=0.7260(available) BEEDFE1000151886*2=0.7260(available) BEEDFE1000151893*1=0.7260(available) BEEDFE1000152172*2=0.7260(available) BEEDFE1000151887*1=0.7260(available) BEEDFE1000151867*1=0.7260(available) BEEDFE1000151886*1=0.7260(available) BEEDFE1000152162*2=0.7260(available) BEEDFE1000152170*2=0.7260(available) BEEDFE1000152173*1=0.7260(available) BEEDFE1000152176*1=0.7260(available) BEEDFE1000151861*1=0.7260(available) BEEDFE1000151859*2=0.7260(available) BEEDFE1000152176*2=0.7260(available) BEEDFE1000152158*2=0.7260(available) BEEDFE1000152175*1=0.7260(available) BEEDFE1000152170*1=0.7260(available) BEEDFE1000151888*1=0.7260(available) BEEDFE1000152174*1=0.7260(outOfOrder) BEEDFE1000152162*1=0.7260(available)
MobilityPlus,De Kleetlaan 3,1831,Machelen,50.887988,4.450601,AC,7.4,iec62196T2,0.3327 / 0.6522,2 / 29,1.96,GRP-253 GRP-5033,MobilityPlus-733506,BE*MBP*E16542*2=0.3327(available) BE*MBP*E16542*1=0.3327(available) BE*MBP*E14511*1=0.6522(available) BE*MBP*E14508*2=0.6522(available) BE*MBP*E14519*2=0.6522(available) BE*MBP*E14787*2=0.6522(available) BE*MBP*E14666*1=0.6522(outOfOrder) BE*MBP*E14516*2=0.6522(available) BE*MBP*E14665*1=0.6522(available) BE*MBP*E14663*1=0.6522(available) BE*MBP*E14513*2=0.6522(available) BE*MBP*E14505*1=0.6522(outOfOrder) BE*MBP*E14786*1=0.6522(available) BE*MBP*E14788*1=0.6522(available) BE*MBP*E14787*1=0.6522(available) BE*MBP*E14786*2=0.6522(available) BE*MBP*E14504*1=0.6522(available) BE*MBP*E14519*1=0.6522(available) BE*MBP*E14515*1=0.6522(available) BE*MBP*E14788*2=0.6522(available) BE*MBP*E14663*2=0.6522(available) BE*MBP*E14668*1=0.6522(available) BE*MBP*E14668*2=0.6522(available) BE*MBP*E14666*2=0.6522(outOfOrder) BE*MBP*E14515*2=0.6522(available) BE*MBP*E14513*1=0.6522(available) BE*MBP*E14665*2=0.6522(available) BE*MBP*E14508*1=0.6522(available) BE*MBP*E14516*1=0.6522(available) BE*MBP*E14511*2=0.6522(available) BE*MBP*E14503*1=0.6522(outOfOrder)
D’Ieteren Energy,De Buisseretlaan 51,2870,Breendonk,51.045571,4.330807,AC,7.4,iec62196T2,0.3751 / 0.7260,4 / 2,1.94,386210291 542737116,D’Ieteren Energy-89143125,NLLMSE1000015024*2=0.3751(available) NLLMSE1000015024*1=0.3751(available) NLLMSE1000025132*1=0.3751(unknown) NLLMSE1000025132*2=0.3751(unknown) NLLMSE1234874856*2=0.7260(available) NLLMSE1234874856*1=0.7260(available)
Interparking,Hopland 38'40,2000,Antwerp,51.216562,4.412234,AC,11.0,iec62196T2,0.2900 / 0.5499,103 / 20,1.90,32cea6d6f33f4c33a7725379e323fb1b 8989c2c1-b3d8-42c8-b98d-68bfeb13f0b4,Interparking-be-1578,BE*IPK*EHPL*D19*1=0.2900(available) BE*IPK*EHPL*G20*1=0.2900(available) BE*IPK*EHPL*D05*1=0.2900(available) BE*IPK*EHPL*C12*1=0.2900(available) BE*IPK*EHPL*C16*1=0.2900(available) BE*IPK*EHPL*F12*1=0.2900(available) BE*IPK*EHPL*H01*1=0.2900(available) BE*IPK*EHPL*H08*1=0.2900(available) BE*IPK*EHPL*D06*1=0.2900(charging) BE*IPK*EHPL*F02*1=0.2900(available) BE*IPK*EHPL*C02*1=0.2900(available) BE*IPK*EHPL*D20*1=0.2900(available) BE*IPK*EHPL*G01*1=0.2900(unknown) BE*IPK*EHPL*E03*1=0.2900(available) BE*IPK*EHPL*H14*1=0.2900(available) BE*IPK*EHPL*D12*1=0.2900(available) BE*IPK*EHPL*E05*1=0.2900(available) BE*IPK*EHPL*E04*1=0.2900(available) BE*IPK*EHPL*G22*1=0.2900(available) BE*IPK*EHPL*G14*1=0.2900(charging) BE*IPK*EHPL*C13*1=0.2900(available) BE*IPK*EHPL*H13*1=0.2900(available) BE*IPK*EHPL*D07*1=0.2900(available) BE*IPK*EHPL*D17*1=0.2900(available) BE*IPK*EHPL*C14*1=0.2900(available) BE*IPK*EHPL*H06*1=0.2900(available) BE*IPK*EHPL*G09*1=0.2900(available) BE*IPK*EHPL*H16*1=0.2900(available) BE*IPK*EHPL*H03*1=0.2900(available) BE*IPK*EHPL*H12*1=0.2900(available) BE*IPK*EHPL*D18*1=0.2900(available) BE*IPK*EHPL*G06*1=0.2900(available) BE*IPK*EHPL*E08*1=0.2900(available) BE*IPK*EHPL*E07*1=0.2900(charging) BE*IPK*EHPL*G08*1=0.2900(available) BE*IPK*EHPL*E09*1=0.2900(available) BE*IPK*EHPL*G21*1=0.2900(available) BE*IPK*EHPL*G24*1=0.2900(available) BE*IPK*EHPL*H15*1=0.2900(available) BE*IPK*EHPL*D13*1=0.2900(available) BE*IPK*EHPL*G15*1=0.2900(available) BE*IPK*EHPL*G17*1=0.2900(available) BE*IPK*EHPL*D10*1=0.2900(available) BE*IPK*EHPL*G03*1=0.2900(available) BE*IPK*EHPL*E01*1=0.2900(charging) BE*IPK*EHPL*H02*1=0.2900(available) BE*IPK*EHPL*D11*1=0.2900(available) BE*IPK*EHPL*H05*1=0.2900(available) BE*IPK*EHPL*B01*1=0.2900(available) BE*IPK*EHPL*D15*1=0.2900(available) BE*IPK*EHPL*E06*1=0.2900(available) BE*IPK*EHPL*D16*1=0.2900(available) BE*IPK*EHPL*H11*1=0.2900(available) BE*IPK*EHPL*F06*1=0.2900(available) BE*IPK*EHPL*D01*1=0.2900(charging) BE*IPK*EHPL*F16*1=0.2900(available) BE*IPK*EHPL*C10*1=0.2900(available) BE*IPK*EHPL*G04*1=0.2900(available) BE*IPK*EHPL*C15*1=0.2900(available) BE*IPK*EHPL*D03*1=0.2900(available) BE*IPK*EHPL*G07*1=0.2900(available) BE*IPK*EHPL*G25*1=0.2900(available) BE*IPK*EHPL*F17*1=0.2900(charging) BE*IPK*EHPL*H07*1=0.2900(available) BE*IPK*EHPL*D14*1=0.2900(available) BE*IPK*EHPL*H09*1=0.2900(available) BE*IPK*EHPL*H10*1=0.2900(unknown) BE*IPK*EHPL*F11*1=0.2900(available) BE*IPK*EHPL*F03*1=0.2900(available) BE*IPK*EHPL*H17*1=0.2900(available) BE*IPK*EHPL*F04*1=0.2900(available) BE*IPK*EHPL*G23*1=0.2900(unknown) BE*IPK*EHPL*G12*1=0.2900(unknown) BE*IPK*EHPL*D02*1=0.2900(available) BE*IPK*EHPL*F14*1=0.2900(available) BE*IPK*EHPL*G26*1=0.2900(charging) BE*IPK*EHPL*H18*1=0.2900(available) BE*IPK*EHPL*B02*1=0.2900(available) BE*IPK*EHPL*F15*1=0.2900(available) BE*IPK*EHPL*H04*1=0.2900(available) BE*IPK*EHPL*G19*1=0.2900(available) BE*IPK*EHPL*E02*1=0.2900(available) BE*IPK*EHPL*D08*1=0.2900(charging) BE*IPK*EHPL*D04*1=0.2900(available) BE*IPK*EHPL*F01*1=0.2900(available) BE*IPK*EHPL*G11*1=0.2900(available) BE*IPK*EHPL*C11*1=0.2900(available) BE*IPK*EHPL*G16*1=0.2900(available) BE*IPK*EHPL*C17*1=0.2900(available) BE*IPK*EHPL*F09*1=0.2900(available) BE*IPK*EHPL*F07*1=0.2900(available) BE*IPK*EHPL*F08*1=0.2900(available) BE*IPK*EHPL*G10*1=0.2900(available) BE*IPK*EHPL*G02*1=0.2900(available) BE*IPK*EHPL*G05*1=0.2900(available) BE*IPK*EHPL*C01*1=0.2900(available) BE*IPK*EHPL*G13*1=0.2900(available) BE*IPK*EHPL*F05*1=0.2900(charging) BE*IPK*EHPL*G18*1=0.2900(available) BE*IPK*EHPL*B03*1=0.2900(available) BE*IPK*EHPL*D09*1=0.2900(available) BE*IPK*EHPL*F13*1=0.2900(available) BE*IPK*EHPL*F10*1=0.2900(available) BE*IPK*EHPL*A02*1=0.5499(available) BE*IPK*EHPL*A08*1=0.5499(available) BE*IPK*EHPL*A04*1=0.5499(available) BE*IPK*EHPL*A07*1=0.5499(available) BE*IPK*EHPL*A15*1=0.5499(available) BE*IPK*EHPL*A12*1=0.5499(charging) BE*IPK*EHPL*A01*1=0.5499(available) BE*IPK*EHPL*A11*1=0.5499(unknown) BE*IPK*EHPL*A20*1=0.5499(available) BE*IPK*EHPL*A17*1=0.5499(available) BE*IPK*EHPL*A18*1=0.5499(outOfOrder) BE*IPK*EHPL*A19*1=0.5499(charging) BE*IPK*EHPL*A10*1=0.5499(available) BE*IPK*EHPL*A16*1=0.5499(available) BE*IPK*EHPL*A06*1=0.5499(charging) BE*IPK*EHPL*A14*1=0.5499(available) BE*IPK*EHPL*A03*1=0.5499(available) BE*IPK*EHPL*A05*1=0.5499(available) BE*IPK*EHPL*A09*1=0.5499(available) BE*IPK*EHPL*A13*1=0.5499(available)
MobilityPlus,Technologielaan 15,3001,Leuven,50.852866,4.734337,AC,7.4,iec62196T2,0.3548 / 0.6655,8 / 4,1.88,BEMBPT21154925 BEMBPT21175097,MobilityPlus-1112484,BE*MBP*E17388*1=0.3548(available) BE*MBP*E17387*2=0.3548(available) BE*MBP*E17388*2=0.3548(available) BE*MBP*E17387*1=0.3548(available) BE*MBP*E17386*2=0.3548(available) BE*MBP*E17385*1=0.3548(available) BE*MBP*E17386*1=0.3548(available) BE*MBP*E17385*2=0.3548(available) BE*MBP*E17552*2=0.6655(available) BE*MBP*E17361*1=0.6655(available) BE*MBP*E17552*1=0.6655(available) BE*MBP*E17361*2=0.6655(available)
Luminus,Bergensesteenweg 1424,1070,Anderlecht,50.813047,4.290063,AC,3.7,iec62196T2,0.3630 / 0.6655,1 / 8,1.83,201054968 214550038,Luminus-89359444,BEEDFE1234602713*1=0.3630(available) BEEDFE1000107110*1=0.6655(available) BEEDFE1000107110*2=0.6655(available) BEEDFE1000107211*1=0.6655(available) BEEDFE1000107119*1=0.6655(available) BEEDFE1000107119*2=0.6655(available) BEEDFE1000107211*2=0.6655(available) BEEDFE1000107120*2=0.6655(available) BEEDFE1000107120*1=0.6655(available)
Pluginvest,Michiganstraat 1,2030,Antwerpen,51.253266,4.416744,AC,3.7,iec62196T2,0.3630 / 0.6413,12 / 6,1.77,484858959 484864421,Pluginvest-90195153,NLLMSE1234622685*2=0.3630(available) NLLMSE1234622681*1=0.3630(available) NLLMSE1234622686*1=0.3630(available) NLLMSE1234622687*2=0.3630(available) NLLMSE1234622688*1=0.3630(available) NLLMSE1234622685*1=0.3630(available) NLLMSE1234622691*2=0.3630(available) NLLMSE1234622686*2=0.3630(available) NLLMSE1234622687*1=0.3630(available) NLLMSE1234622681*2=0.3630(available) NLLMSE1234622688*2=0.3630(available) NLLMSE1234622691*1=0.3630(available) NLLMSE1234619733*2=0.6413(available) NLLMSE1234619733*1=0.6413(available) NLLMSE1234619736*2=0.6413(available) NLLMSE1234619735*1=0.6413(available) NLLMSE1234619736*1=0.6413(available) NLLMSE1234619735*2=0.6413(available)
